 Base_Id,Budget_Fiscal_Year,Fiscal_Period,Payment Date,Cabinet_Secretariat,Department,Appropriation_Type,Appropriation,Object_Class,Object_Code,Encumbrance ID,Zip_Code,Amount,Fund,Fund_Code,Appropriation_Code,Object,Department_Code,Vendor,Vendor_Id,Payment ID,Payment_Method,State,City,Create_Date,   Base_Id,       Base_Id,    Base_Id,      Base_Id
539168885.0,2025,13,2025-08-05T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RCM000010,03103,21467.51,FEDERAL GRANTS FUND,100,40030855,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,INTF010025CM00000149,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
539168884.0,2025,9,2025-03-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RCM000010,03103,2996.72,FEDERAL GRANTS FUND,100,40030855,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,INTF010025CM00000072,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
539168497.0,2025,13,2025-08-05T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CN) DIRECT APPROPRIATIONS/NON-SUBSIDIARIZED,(15992625) FAMILY SHELTER AND SERVICES RESERVE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010023IAS000001,02114,750.0,TRANSITIONAL ESCROW FUND,30,15992625,M03,ORI,MASSACHUSETTS IMMIGRANT &,REFUGEE ADVOCACY COALITION INC,PRCORI010025IAS01007,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539162972.0,2025,13,2025-07-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CN) DIRECT APPROPRIATIONS/NON-SUBSIDIARIZED,(15992625) FAMILY SHELTER AND SERVICES RESERVE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010024RAPHPS007,03103,108402.24,TRANSITIONAL ESCROW FUND,30,15992625,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,PRCORI010025RAPHP713,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
539128899.0,2025,4,2024-10-16T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010024SAS000008,02119,3309.14,FEDERAL GRANTS FUND,100,40030855,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025AS00000018,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539125839.0,2025,13,2025-07-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CN) DIRECT APPROPRIATIONS/NON-SUBSIDIARIZED,(15992625) FAMILY SHELTER AND SERVICES RESERVE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010024RAPHPS008,02119,49867.35,TRANSITIONAL ESCROW FUND,30,15992625,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,PRCORI010025RAPHP812,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539122521.0,2025,10,2025-04-10T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025PRS000005,02119,2421.27,FEDERAL GRANTS FUND,100,40030855,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025RS00000059,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539098231.0,2025,13,2025-08-05T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CN) DIRECT APPROPRIATIONS/NON-SUBSIDIARIZED,(15992625) FAMILY SHELTER AND SERVICES RESERVE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010023IAS000001,02114,129069.53,TRANSITIONAL ESCROW FUND,30,15992625,M03,ORI,MASSACHUSETTS IMMIGRANT &,REFUGEE ADVOCACY COALITION INC,PRCORI010025IAS01008,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539094825.0,2025,9,2025-03-18T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40030122) LOW-INCOME CITIZENSHIP PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025CNAPTA001,02114,2083.32,GENERAL FUND,10,40030122,M03,ORI,MASSACHUSETTS IMMIGRANT &,REFUGEE ADVOCACY COALITION INC,INTF010025NAPT000003,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539078381.0,2025,10,2025-04-17T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CN) DIRECT APPROPRIATIONS/NON-SUBSIDIARIZED,(15991213) FAMILY SHELTER AND SERVICES RESERVE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010024RAPHPS008,02119,10450.0,TRANSITIONAL ESCROW FUND,30,15991213,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,PRCORI010025RAPHPS88,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539057578.0,2025,9,2025-03-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40030122) LOW-INCOME CITIZENSHIP PROGRAM,(PP) STATE AID/POL SUB,(PP1) GRANTS TO NON-PUBLIC ENTITIES,(CT) CTORI010025CNAPGR003,02740,4191.64,GENERAL FUND,10,40030122,PP1,ORI,IMMIGRANTS ASSISTANCE CTR INC,UNASSIGNED,PRCORI25CNAPGR030004,EFT,MA,NEW BEDFORD,2026-02-13T13:38:24.000,,,,
539057308.0,2025,8,2025-02-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030845) WILSON FISH TANF COORDINATION PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025FIP000003,02119,6746.4,FEDERAL GRANTS FUND,100,40030845,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025IP00000017,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
539013267.0,2025,8,2025-02-25T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025SAS000009,02119,2500.71,FEDERAL GRANTS FUND,100,40030855,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025AS00000060,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538998419.0,2025,12,2025-06-30T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CN) DIRECT APPROPRIATIONS/NON-SUBSIDIARIZED,(15992625) FAMILY SHELTER AND SERVICES RESERVE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010024RAPHPS007,03103,60144.63,TRANSITIONAL ESCROW FUND,30,15992625,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,PRCORI010025RAPHP711,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
538963813.0,2025,11,2025-05-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030860) AFGHAN REFUGEE SOCIAL SERVICE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025SASA00009,02119,5952.39,FEDERAL GRANTS FUND,100,40030860,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025ASA0000092,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538963798.0,2025,8,2025-03-04T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030821) SCHOOL IMPACT,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RSI000009,02119,3621.92,FEDERAL GRANTS FUND,100,40030821,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025SI00000081,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538963719.0,2025,13,2025-08-12T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RCM000010,03103,18987.11,FEDERAL GRANTS FUND,100,40030855,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,INTF010025CM00000157,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
538935964.0,2025,13,2025-07-21T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40030122) LOW-INCOME CITIZENSHIP PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025CNAP00011,02114,1200.0,GENERAL FUND,10,40030122,M03,ORI,MASSACHUSETTS IMMIGRANT &,REFUGEE ADVOCACY COALITION INC,INTF010025NAP0000196,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538902824.0,2025,12,2025-06-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025PRS000005,02119,2150.93,FEDERAL GRANTS FUND,100,40030855,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025RS00000072,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538891362.0,2025,6,2024-12-10T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030860) AFGHAN REFUGEE SOCIAL SERVICE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010024RCMA00010,03103,2081.33,FEDERAL GRANTS FUND,100,40030860,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,INTF010025CMA0000064,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
538847412.0,2025,5,2024-11-07T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030860) AFGHAN REFUGEE SOCIAL SERVICE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010024RCMA00008,02119,20812.0,FEDERAL GRANTS FUND,100,40030860,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025CMA0000043,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538847336.0,2025,13,2025-07-18T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030854) REFUGEE HEALTH PROMOTION,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RHP000010,03103,5850.0,FEDERAL GRANTS FUND,100,40030854,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,INTF010025HP00000135,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
538847222.0,2025,13,2025-07-07T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40030122) LOW-INCOME CITIZENSHIP PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025CNAP00013,02108,2100.0,GENERAL FUND,10,40030122,M03,ORI,PROJECT CITIZENSHIP INC,UNASSIGNED,INTF010025NAP0000183,AD,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538825764.0,2025,13,2025-07-10T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RCM000008,02119,6326.41,FEDERAL GRANTS FUND,100,40030855,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025CM00000128,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538825761.0,2025,9,2025-03-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030855) REFUGEE SOCIAL SERVICES PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RCM000009,02119,4813.68,FEDERAL GRANTS FUND,100,40030855,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025CM00000066,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538760985.0,2025,13,2025-07-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030845) WILSON FISH TANF COORDINATION PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025FIP000003,02119,6513.8,FEDERAL GRANTS FUND,100,40030845,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025IP00000036,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538750730.0,2025,9,2025-03-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030826) 13 REFUGEE CASH AND MEDICAL ASSISTANCE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RCAADM010,03103,1267.79,FEDERAL GRANTS FUND,100,40030826,M03,ORI,ORGANIZATION REFUGEE & IMMIGRANT SUCCESS,UNASSIGNED,INTF010025CAAD000022,EFT,NH,MANCHESTER,2026-02-13T13:38:24.000,,,,
538731940.0,2025,10,2025-04-29T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030826) 13 REFUGEE CASH AND MEDICAL ASSISTANCE,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025RCAADM009,02119,12253.51,FEDERAL GRANTS FUND,100,40030826,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025CAAD000058,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
538682995.0,2025,8,2025-02-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,OFFICE FOR REFUGEES AND IMMIGRANTS (ORI),(4FN) FEDERAL GRANTS,(40030845) WILSON FISH TANF COORDINATION PROGRAM,(MM) PURCHASED CLIENT/PROGRAM SVCS,(M03) PURCHASED HUMAN & SOCIAL SERVICES FOR CLIENTS/NON MEDICAL,(CT) CTORI010025FIP000003,02119,6666.4,FEDERAL GRANTS FUND,100,40030845,M03,ORI,REFUGEE & IMMIGRANT ASSIST. CENTER,UNASSIGNED,INTF010025IP00000018,EFT,MA,BOSTON,2026-02-13T13:38:24.000,,,,
